tag,functional_intent,cisco_ios,cisco_iosxe,cisco_nxos,extreme_exos,extreme_voss,extreme_slxos,negation_cisco,negation_en,notes,source_ref,page_ref,confidence,is_verified
ONBOARD,Enable DHCP on management interface,"interface GigabitEthernet0 | ip address dhcp","interface GigabitEthernet0 | ip address dhcp","interface mgmt0 | ip address dhcp","configure vlan Mgmt dhcp-addressing","interface mgmt | ip address dhcp","interface Management 0 | ip address dhcp","no ip address dhcp","","For ZTP / initial provisioning via DHCP","NB-Session-2026","",0.8,true
ONBOARD,Verify platform model,"show version | include processor","show version | include processor","show version | include chassis","show switch | include type","show sys hardware","show version | include chassis","","","","NB-Session-2026","",0.8,true
ONBOARD,Show platform serial number,"show version | include Serial","show version | include Serial","show inventory | include SN","show switch | include serial","show sys hardware | include serial","show version | include Serial","","","","NB-Session-2026","",0.8,true
ONBOARD,Set system domain name,"ip domain-name <domain>","ip domain-name <domain>","ip domain-name <domain>","configure dns domain-name <domain>","ip domain-name <domain>","ip domain-name <domain>","no ip domain-name","no ip domain-name","Required for SSH key generation","CLI-XRef-Guide-2018","p.20",1.0,true
ONBOARD,Set DNS server,"ip name-server <ip>","ip name-server <ip>","ip name-server <ip>","configure dns-client add name-server <ip> vr VR-Mgmt","ip name-server <ip>","ip name-server <ip>","no ip name-server","no ip name-server","","CLI-XRef-Guide-2018","p.20",1.0,true
ONBOARD,Copy running config to startup,"write memory","copy running-config startup-config","copy running-config startup-config",save,"save config","copy running-config startup-config","","","EXOS 'save' writes to current config file","CLI-XRef-Guide-2018","p.21",1.0,true
ONBOARD,Show flash / filesystem contents,"show flash:","dir flash:","dir bootflash:","ls","ls /intflash","dir flash:","","","EXOS/VOSS use Unix-style ls","CLI-XRef-Guide-2018","p.21",1.0,true
ONBOARD,Delete a file from flash,"delete flash:<file>","delete flash:<file>","delete bootflash:<file>","rm <file>","delete /intflash/<file>","delete flash:<file>","","","","CLI-XRef-Guide-2018","p.21",0.8,true
ONBOARD,Configure console exec timeout,"line console 0 | exec-timeout <min> <sec>","line console 0 | exec-timeout <min> <sec>","line console 0 | exec-timeout <min> <sec>","configure idletimeout <min>","cli timeout <min>","line console 0 | exec-timeout <min> <sec>","no exec-timeout","","Default is 10 minutes on Cisco","CLI-XRef-Guide-2018","p.22",1.0,true
ONBOARD,Configure VTY exec timeout,"line vty 0 4 | exec-timeout <min> <sec>","line vty 0 4 | exec-timeout <min> <sec>","line vty 0 4 | exec-timeout <min> <sec>","configure idletimeout <min>","cli timeout <min>","line vty 0 4 | exec-timeout <min> <sec>","no exec-timeout","","","CLI-XRef-Guide-2018","p.22",1.0,true
ONBOARD,Enable service password encryption,"service password-encryption","service password-encryption","","","","","no service password-encryption","","Type 7 Vigenere — weak; use secret instead","CLI-XRef-Guide-2018","p.15",1.0,true
ONBOARD,Disable unused services,"no service finger | no service tcp-small-servers | no service udp-small-servers","no ip http server | no service finger","no feature telnet","disable telnet | disable web http","no boot config flags telnet","","","","Hardening baseline — disable echo/chargen/finger","NB-Session-2026","",0.8,true
ONBOARD,Show configuration register,"show version | include register","show version | include register","","","","","","","Config-register controls boot behavior","CLI-XRef-Guide-2018","p.13",0.8,true
ONBOARD,Download image via TFTP,"copy tftp flash","install add file tftp://<ip>/<file>","copy tftp bootflash:<file>","download image <ip> <file>","copy tftp release <ip> <file>","firmware download host <ip> directory <path> file <file>","","","","CLI-XRef-Guide-2018","p.23",1.0,true
ONBOARD,Verify image MD5/SHA,"verify /md5 flash:<file>","verify /sha512 flash:<file>","show file bootflash:<file> md5sum","show version images","","","","","Always verify image integrity after download","NB-Session-2026","",0.8,true
ONBOARD,EXOS — show auto-sense details,"","","","show auto-provision","show auto-sense port all","","","","EXOS fabric-attach auto-provision status","EXOS-22.7-UG","p.120",0.8,true
ONBOARD,VOSS — set management VRF route,"","","","","ip route vrf mgmt 0.0.0.0 0.0.0.0 <gw>","","","","VOSS segmented management uses dedicated mgmt VRF","VOSS-8.9-UG","p.88",1.0,true
ONBOARD,VOSS — show segmented management,"","","","","show mgmt interface","","","","Displays OOB management interface state in VOSS","VOSS-8.9-UG","p.88",0.8,true
ONBOARD,EXOS — set management VLAN,"","","","configure vlan Mgmt ipaddress <ip>/<prefix>","","","","delete vlan Mgmt ipaddress","EXOS management via Mgmt VLAN","EXOS-22.7-UG","p.55",1.0,true
ONBOARD,Configure login banner,"banner login # <text> #","banner login # <text> #","banner login # <text> #","configure banner","banner <custom|static>","banner login # <text> #","no banner login","","Legal warning displayed before login","CLI-XRef-Guide-2018","p.16",1.0,true
ONBOARD,Configure MOTD banner,"banner motd # <text> #","banner motd # <text> #","banner motd # <text> #","configure banner","banner <custom|static>","banner motd # <text> #","no banner motd","","Displayed after successful login","CLI-XRef-Guide-2018","p.16",1.0,true
ONBOARD,Set system clock,"clock set <HH:MM:SS> <day> <month> <year>","clock set <HH:MM:SS> <day> <month> <year>","clock set <HH:MM:SS> <day> <month> <year>","configure time <month> <day> <year> <HH:MM:SS>","clock set <HH:MM:SS>","clock set <HH:MM:SS>","","","Manual clock set; superseded by NTP","CLI-XRef-Guide-2018","p.20",1.0,true
ONBOARD,Set timezone,"clock timezone <zone> <offset>","clock timezone <zone> <offset>","clock timezone <zone> <offset>","configure timezone <offset>","clock timezone <zone>","clock timezone <zone> <offset>","no clock timezone","","","CLI-XRef-Guide-2018","p.20",1.0,true
ONBOARD,Show clock,"show clock","show clock","show clock","show time","show clock","show clock","","","","CLI-XRef-Guide-2018","p.20",1.0,true
ONBOARD,Enable SSH version 2,"crypto key generate rsa | ip ssh version 2","crypto key generate rsa modulus 2048 | ip ssh version 2","feature ssh | ssh key rsa 2048","enable ssh2","boot config flags sshd","","no ip ssh","","Requires domain name to be set first on Cisco","CLI-XRef-Guide-2018","p.25",1.0,true
ONBOARD,Disable Telnet on VTY lines,"line vty 0 4 | transport input ssh","line vty 0 4 | transport input ssh","no feature telnet","disable telnet","no boot config flags telnet","","","","Best practice — allow only SSH","CLI-XRef-Guide-2018","p.25",1.0,true
ONBOARD,Show SSH sessions,"show ssh","show ssh","show ssh sessions","show ssh2 session","show ip ssh","","","","","CLI-XRef-Guide-2018","p.25",0.8,true
ONBOARD,Configure NTP server,"ntp server <ip>","ntp server <ip>","ntp server <ip>","configure ntp server add <ip>","ntp server <ip>","ntp server <ip>","no ntp server","configure ntp server delete <ip>","","CLI-XRef-Guide-2018","p.20",1.0,true
ONBOARD,Activate license (IOS-XE),"","license boot level <level>","","","","","","","IOS-XE smart licensing activation","NB-Session-2026","",0.8,true
ONBOARD,Show license status,"","show license status","show license","show licenses","show license","","","","","NB-Session-2026","",0.8,true
ONBOARD,EXOS — partition primary set and reboot,"","","","use image partition primary | reboot","","","","","Selects which partition to boot from","EXOS-22.7-UG","p.66",1.0,true
ONBOARD,SLX — show ZTP status,"","","","","","show ztp status","","","SLX ZTP status check","NB-Session-2026","",0.8,true
ONBOARD,Configure syslog for onboarding events,"logging <ip>","logging host <ip>","logging server <ip>","configure syslog add <ip>","logging <ip>","logging syslog host <ip>","no logging <ip>","configure syslog delete <ip>","Forward logs to central server during initial setup","CLI-XRef-Guide-2018","p.30",1.0,true
ONBOARD,Erase NVRAM / startup config,"write erase","write erase","write erase","unconfigure switch all","boot config flags factorydefaults","write erase","","","Removes startup config — next reload boots to defaults","CLI-XRef-Guide-2018","p.12",1.0,true
ONBOARD,Show running config summary,"show running-config brief","show running-config brief","show running-config","show configuration","show running-config","show running-config","","","","NB-Session-2026","",0.8,true
ONBOARD,Verify hardware inventory on first boot,"show inventory","show inventory","show inventory","show slot","show sys hardware","show inventory","","","Used to confirm all modules/PSUs are recognized","CLI-XRef-Guide-2018","p.14",1.0,true
