tag,functional_intent,cisco_ios,cisco_iosxe,cisco_nxos,extreme_exos,extreme_voss,extreme_slxos,negation_cisco,negation_en,notes,source_ref,page_ref,confidence,is_verified
IF-PHYS,Port mirroring local source,"monitor session 1 source interface Gi<p>","monitor session 1 source interface Gi<p>","monitor session 1 | source interface Eth<p>","create mirror <name> | configure mirror <name> add port <p>","port-mirroring mode port <p> monitor-port <d> direction both enable","","no monitor session 1","delete mirror <name>","EXOS: create mirror then add ports","CLI-XRef-Guide-2018","p.86",1.0,true
IF-PHYS,Port mirroring local destination,"monitor session 1 destination interface Gi<d>","monitor session 1 destination interface Gi<d>","monitor session 1 | destination interface Eth<d>","configure mirror <name> to port <d> | enable mirror <name>","port-mirroring mode port <p> monitor-port <d> direction both enable","","no monitor session 1","delete mirror <name>","","CLI-XRef-Guide-2018","p.86",1.0,true
IF-PHYS,Show SPAN / mirror sessions,"show monitor","show monitor","show monitor session all","show mirror","show port-mirroring","","","","","CLI-XRef-Guide-2018","p.86",1.0,true
IF-PHYS,RSPAN destination VLAN,"monitor session 1 destination remote vlan <id>","monitor session 1 destination remote vlan <id>","monitor session 1 destination interface Eth<p>","configure mirror <name> to remote-ip <ip>","","","no monitor session 1","","EXOS: remote mirror uses IP destination","CLI-XRef-Guide-2018","p.87",1.0,true
IF-PHYS,Static LAG (port-channel),"channel-group <id> mode on","channel-group <id> mode on","channel-group <id> mode on","create sharing <master> grouping <ports> algorithm address-based L3 lacp","mlt <id> member <p>","channel-group <id> mode on","no channel-group <id>","delete sharing <master>","EXOS uses 'sharing' for LAG","CLI-XRef-Guide-2018","p.88",1.0,true
IF-PHYS,LACP active mode,"channel-group <id> mode active","channel-group <id> mode active","channel-group <id> mode active","enable sharing <master> grouping <ports> algorithm address-based L3 lacp","lacp enable key <id>","channel-group <id> mode active","no channel-group <id>","delete sharing <master>","","CLI-XRef-Guide-2018","p.88",1.0,true
IF-PHYS,LACP passive mode,"channel-group <id> mode passive","channel-group <id> mode passive","channel-group <id> mode passive","","","channel-group <id> mode passive","no channel-group <id>","","Responds to LACP PDUs but does not initiate","CLI-XRef-Guide-2018","p.88",0.8,true
IF-PHYS,Show LAG / port-channel summary,"show etherchannel summary","show etherchannel summary","show port-channel summary","show sharing","show mlt | show lacp","show port-channel summary","","","","CLI-XRef-Guide-2018","p.89",1.0,true
IF-PHYS,Show LAG detail,"show etherchannel <id> detail","show etherchannel <id> detail","show port-channel <id>","show sharing detail","show lacp detail","show port-channel <id>","","","","CLI-XRef-Guide-2018","p.89",1.0,true
IF-PHYS,Show LACP neighbors,"show lacp neighbor","show lacp neighbor","show lacp neighbor","show lacp","show lacp port <p>","show lacp neighbor","","","","CLI-XRef-Guide-2018","p.89",1.0,true
IF-PHYS,Enable jumbo frames globally,"system mtu jumbo 9000","system mtu 9000","policy-map type network-qos jumbo | class type network-qos class-default | mtu 9216","enable jumbo-frame ports all","mtu 9600","","system mtu","disable jumbo-frame ports all","IOS requires reboot; EXOS per-port or global","CLI-XRef-Guide-2018","p.90",1.0,true
IF-PHYS,Set MTU per interface,"ip mtu 1500","ip mtu 9000","mtu 9216","configure ports <p> frame-size 9216","mtu 9600","mtu 9216","no ip mtu","configure ports <p> frame-size 1548","","CLI-XRef-Guide-2018","p.90",0.8,true
IF-PHYS,Show interface MTU,"show interfaces <p> | include MTU","show interfaces <p> | include MTU","show interface <p> | include MTU","show ports <p> information detail | include MTU","show interfaces GigabitEthernet <p> | include mtu","","","","","CLI-XRef-Guide-2018","p.90",0.8,true
IF-PHYS,MLAG (multi-chassis LAG) enable,"","","vpc domain <id> | peer-link interface port-channel<id>","enable mlag | configure mlag peer <ip> | configure mlag ports <p>","mlag enable","","","disable mlag","NX-OS uses vPC; EXOS/VOSS use MLAG","CLI-XRef-Guide-2018","p.92",1.0,true
IF-PHYS,Show MLAG / vPC status,"","show vpc","show vpc","show mlag","show mlag","","","","","CLI-XRef-Guide-2018","p.92",1.0,true
IF-PHYS,MLAG peer link configuration (NX-OS),"","","interface port-channel<id> | switchport mode trunk | spanning-tree port type network","","","","","","Peer link must be a trunk carrying all VLANs","NB-Session-2026","",0.8,true
IF-PHYS,Show interface counters,"show interfaces <p> counters","show interfaces <p> counters","show interface <p> counters","show ports <p> statistics","show interfaces GigabitEthernet <p> counters","show interface <p> counters","clear counters <p>","clear ports <p> statistics","","CLI-XRef-Guide-2018","p.93",1.0,true
IF-PHYS,Clear interface counters,"clear counters <p>","clear counters <p>","clear counters interface <p>","clear ports <p> statistics","clear statistics GigabitEthernet <p>","clear counters","","","","CLI-XRef-Guide-2018","p.93",1.0,true
IF-PHYS,Show RX errors per port,"show interfaces <p> counters errors","show interfaces <p> counters errors","show interface <p> counters errors","show ports <p> rxerrors","show interfaces GigabitEthernet <p>","show interface <p> counters","","","","CLI-XRef-Guide-2018","p.93",1.0,true
IF-PHYS,Show TX errors per port,"show interfaces <p> counters errors","show interfaces <p> counters errors","show interface <p> counters errors","show ports <p> txerrors","show interfaces GigabitEthernet <p>","show interface <p> counters","","","","CLI-XRef-Guide-2018","p.93",1.0,true
IF-PHYS,Show SFP / transceiver info,"show interfaces <p> transceiver","show interfaces <p> transceiver","show interface <p> transceiver","show ports <p> transceiver information","show interfaces GigabitEthernet <p> transceiver","show interface <p> transceiver","","","Optical power levels and type","CLI-XRef-Guide-2018","p.94",0.8,true
IF-PHYS,Configure switchport mode access,"switchport mode access","switchport mode access","switchport mode access","configure vlan <name> add ports <p> untagged","vlan members add <id> <p> portmember","switchport mode access","no switchport mode","","Sets port as L2 access","CLI-XRef-Guide-2018","p.95",1.0,true
IF-PHYS,Configure switchport mode trunk,"switchport mode trunk","switchport mode trunk","switchport mode trunk","configure vlan <name> add ports <p> tagged","encapsulation dot1q | vlan members add <id> <p>","switchport mode trunk","no switchport mode","","","CLI-XRef-Guide-2018","p.95",1.0,true
IF-PHYS,Show trunk ports,"show interfaces trunk","show interfaces trunk","show interface trunk","show vlan | show ports information","show vlan members","show interfaces trunk","","","","CLI-XRef-Guide-2018","p.95",1.0,true
IF-PHYS,Set port to routed (no switchport),"no switchport","no switchport","no switchport","","interface GigabitEthernet <p>","no switchport","switchport","","Converts L2 port to L3 routed port","CLI-XRef-Guide-2018","p.96",1.0,true
IF-PHYS,Configure loopback interface,"interface loopback <n>","interface loopback <n>","interface loopback <n>","","interface loopback <n>","interface loopback <n>","no interface loopback <n>","","Used as router-id and management anchor","NB-Session-2026","",1.0,true
IF-PHYS,Show stacking status,"show switch","show switch detail","show module","show stacking","show isis adjacency","show module","","","EXOS stacking; VOSS uses IS-IS for fabric adjacency","CLI-XRef-Guide-2018","p.97",1.0,true
IF-PHYS,Configure stacking port (EXOS),"","","","configure stacking-support | enable stacking","","","","","EXOS: dedicated stacking ports for ExtremeXOS stacking","EXOS-22.7-UG","p.400",0.8,true
IF-PHYS,Show stacking detail (EXOS),"","","","show stacking detail","","","","","","EXOS-22.7-UG","p.400",1.0,true
IF-PHYS,NX-OS vPC peer keepalive,"","","vpc domain <id> | peer-keepalive destination <ip>","","","","no vpc domain","","Required for vPC dual-active detection","NB-Session-2026","",1.0,true
IF-PHYS,Show interface line protocol state,"show interfaces <p> | include line protocol","show interfaces <p> | include line protocol","show interface <p> | include line protocol","show ports <p> information | include state","show interfaces GigabitEthernet <p> | include line","","","","","CLI-XRef-Guide-2018","p.80",0.8,true
IF-PHYS,Configure flow control,"flowcontrol receive on","flowcontrol receive on","flowcontrol receive on","configure ports <p> flow-control rx-pause on","flowcontrol on","","flowcontrol receive off","","Pause frame support for congestion","NB-Session-2026","",0.8,true
IF-PHYS,Show interface QoS trust,"mls qos trust cos","mls qos trust cos","qos trust cos","configure ports <p> qosprofile qp<n>","qos 802.1p-override","","no mls qos trust","","","CLI-XRef-Guide-2018","p.98",0.8,true
IF-PHYS,Configure load-balance algorithm (LAG),"port-channel load-balance src-dst-mac","port-channel load-balance src-dst-mac","port-channel load-balance src-dst-ip","configure sharing <master> algorithm address-based L3","mlt hash both","","","","Controls which LAG member handles each flow","CLI-XRef-Guide-2018","p.88",0.8,true
IF-PHYS,Show LAG load-balance method,"show etherchannel load-balance","show etherchannel load-balance","show port-channel load-balance","show sharing detail","show mlt detail","","","","","CLI-XRef-Guide-2018","p.88",0.8,true
IF-PHYS,Enable UDLD (Cisco),"udld enable","udld enable","udld enable","","","","no udld","","Unidirectional Link Detection — detects one-way fiber","NB-Session-2026","",0.8,true
IF-PHYS,Show UDLD status,"show udld neighbors","show udld neighbors","show udld neighbors","","","","","","","NB-Session-2026","",0.8,true
IF-PHYS,Configure VOSS MLT (Multi-Link Trunking),"","","","","mlt <id> enable | mlt <id> member <p>","","","no mlt <id>","VOSS proprietary static LAG equivalent","VOSS-8.9-UG","p.130",1.0,true
IF-PHYS,Show VOSS MLT detail,"","","","","show mlt detail","","","","","VOSS-8.9-UG","p.130",1.0,true
IF-PHYS,EXOS configure port auto off (fixed speed),"","","","configure ports <p> auto off speed 1000 duplex full","","","","configure ports <p> auto on","Disable auto-neg and set fixed speed/duplex","EXOS-22.7-UG","p.150",1.0,true
IF-PHYS,Show EXOS inline power budget,"","","","show inline-power","","","","","Displays available and allocated PoE budget","EXOS-22.7-UG","p.180",1.0,true
IF-PHYS,NX-OS configure port-channel interface,"","","interface port-channel<id> | switchport","","","","no interface port-channel<id>","","Creates logical port-channel interface on NX-OS","NB-Session-2026","",1.0,true
